idx,name,y_true,y_predict,feature
0,GConf2,库,服务,administration backends configuration database feature pluggable process store support user
1,GeoIP,库,库,address base database enable file instal ipv4 ipv6 library mapping optionally package update user
2,GeoIP-GeoLite-data,库,其它,address available com contain create data database free http include ipv4 ipv6 number package plus product www
3,HdrHistogram_c,工具,库,dynamic high port range
4,Judy,其它,库,advantage array available benefit core declare design dynamic dynamically element extensible general high implement large library machine memory number performance pre provide purpose scale simply size state technology
5,LibRaw,库,库,base camera code digital eliminate file future library obtain read source utility
6,ModemManager,工具,服务,application client consistent contain device easy functionality glib interact libraries library make management mobile package provide service support
7,NetworkManager,服务,服务,address advanced allow alternative application automatic automatically base based bridge bring compatibility config configuration connection contain default deployment device different easy editor environment ethernet file functionality graphical instal instead intend interface legacy libraries library like make manage manager mobile network networking non open operation package particular perform plugin policy replace rule script server service static support text user variety
8,NetworkManager-libreswan,库,其它,capability contain desktop file gnome integrate package plug plugin server software
9,OpenEXR,库,库,library runtime
10,OpenIPMI,库,库,access allow application base binary binding code contain develop information intelligent interface language library libs management network open package perl platform project python runtime share tool
11,PackageKit,库,服务,abstraction access allow application architecture automatically bus command cross font glib gstreamer helper install layer library line manage management module offer package plugin program related repository secure service session simple user utility
12,PyYAML,库,库,allow arbitrary capable complete complex configuration data design error extension feature file format human language message object parser provide python range represent script serialization specific standard support task unicode yaml
13,SDL,库,库,access audio buffer cross design device fast frame graphic layer library multimedia platform provide simple
14,WALinuxAgent,服务,服务,agent build cloud disk environment image instal linux microsoft package rule running specific support udev virtual
15,Xaw3d,工具,库,application change code enhanced install like look minimal source version widget window
16,aajohan-comfortaa-fonts,其它,其它,coverage font good language modern regular sans serif style type variant
17,abattis-cantarell-fonts,其它,其它,design family font sans serif typeface
18,abrt,工具,服务,access addon analyze analyzer application automatic base build client collect command configuration console contain container convenient create data dbus default desktop detect detection easy enable environment event exception extend file freedesktop functionality generate generation graphical gtk gui handle help helper high hook improved information install installation interface kernel level libraries line make manipulate necessary need non notification org package plugin print problem process program provide python query report reporting script service shell simple small storage tool usage user virtual xorg
19,abrt-java-connector,库,库,agent capable convert exception java library problem process provide transform
20,accel-config,工具,库,config configuration configure device libraries library subsystem utility
21,accountsservice,库,服务,account application base bus client command contain daemon implementation information interact interface library libs manipulate package project provide query user want
22,acl,工具,库,access contain control draft dynamic function library list manipulate need package posix standard support utility
23,acpica-tools,工具,服务,advanced architecture basic binary code command complete component configuration contain contains content current data debug definition develop development directly display environment execution extract file firmware following format help host implementation inclusion independent input instal integrate interface kernel language license machine manipulate message method need operation order output package performs power project provide purpose reference release small source space specific specification subsystem suitable table tool tree user version write
24,acpid,服务,服务,daemon event program space user
25,adcli,工具,工具,active directory domain kerberos ldap standard tool
26,adobe-mappings-cmap,工具,工具,application character chinese code collection contain contains correctly currently deprecate display encode form function glyph japanese korean mean package properly require resource sub text traditional unicode useful
27,adobe-mappings-pdf,工具,其它,application character code different file function mapping properly resource share structure syntax type useful variety
28,adwaita-icon-theme,服务,其它,contain design desktop gnome icon modern originally package theme
29,adwaita-qt,库,库,application library theme variant
30,alsa-firmware,服务,服务,binary card contain firmware include loader number package require sound supported tools
31,alsa-lib,库,工具,advanced allow application architecture audio binary case compatibility configuration functionality high include input level library linux manager operating output package program programming provide runtime simplify sound support universal
32,alsa-plugins,工具,服务,access allow application apps backend channel control convert converter daemon determine device driver easy expand expose external http input kind like native network node number option output play plugin plugins pre process processing program protocol provide public rate record signal simple sound specific stream suite task type use using virtual word www
33,alsa-sof-firmware,服务,服务,binary contain debug file firmware open package project sound
34,alsa-tools,工具,服务,available card certain contain firmware following loader package second sound tool
35,alsa-utils,工具,库,advanced architecture audio basic command contain fast framework library line linux package sound test tool transform utility
36,amanda,工具,工具,administrator advanced allow attach automatic backup basic capable client component contain core device disk drive dump facility file host include instal install large library machine master microsoft multiple native need network note number package program server single solution tape unix version write
37,anaconda,工具,服务,boot contain core custom depend dependency disk dracut driver environment graphical gtk handle http include initial install installation interface list local main make module option package possible program pull runtime server setup specific task time user widget
38,anaconda-user-help,工具,工具,built content help package provide
39,anolis-logos,服务,服务,icon related usage
40,anolis-release,服务,其它,file package release repository signature
41,ansible-core,工具,其它,automatically based configuration daemon deployment driven execution extension instal language machine manage management model module multi node remote require simple software task transfer work write
42,ansible-freeipa,工具,工具,address backup client cluster collection config currently deploy deployment distribution environment external group handle host install installation issue location management manager method mode modules need node note package password process processing properly record require restore role rule self separate server service sign simple start step support supported time user usr version work
43,ant,其它,工具,allow apache application build built command compile core dependent drive extension file generally instance java known library line main number point process supply target task term test tool type usage
44,aom,库,工具,capable consistent contain content decoder device file flexible focus footprint format free generated generation hardware include internet library media modern non open optimize package quality real reference scalable time user video
45,apache-commons-cli,其它,其它,argument command easy interface java library line option provide simple work
46,apache-commons-codec,其它,库,attempt codec common commonly commons decoder implementation include provide
47,apache-commons-collections,其它,工具,access adapter apis array certain class collection commons component container core create custom data development easy fast feature implementation interface java method need object package powerful programming property provides purpose quick reduce special structure style test typical utility
48,apache-commons-compress,其它,其它,apache commons compress decompression dump file form java library package read remove support unix version work
49,apache-commons-io,其它,库,class commons contains develop file filter functionality implementation library stream utilities utility
50,apache-commons-jxpath,其它,其它,context expression graph include interpreter kind language object simple xpath
51,apache-commons-lang3,其它,其它,apache artifact basic building change class commons compatibility component contain core create creation developer exception extra fail file help helper host java library manipulation method multiple object package property provide provides serialization series standard string structure support type utility version
