idx,name,y_true,y_predict,feature
0,GConf2,库,服务,administration backends configuration database feature pluggable process store support user
2,GeoIP-GeoLite-data,库,其它,address available com contain create data database free http include ipv4 ipv6 number package plus product www
3,HdrHistogram_c,工具,库,dynamic high port range
4,Judy,其它,库,advantage array available benefit core declare design dynamic dynamically element extensible general high implement large library machine memory number performance pre provide purpose scale simply size state technology
6,ModemManager,工具,服务,application client consistent contain device easy functionality glib interact libraries library make management mobile package provide service support
8,NetworkManager-libreswan,库,其它,capability contain desktop file gnome integrate package plug plugin server software
11,PackageKit,库,服务,abstraction access allow application architecture automatically bus command cross font glib gstreamer helper install layer library line manage management module offer package plugin program related repository secure service session simple user utility
15,Xaw3d,工具,库,application change code enhanced install like look minimal source version widget window
18,abrt,工具,服务,access addon analyze analyzer application automatic base build client collect command configuration console contain container convenient create data dbus default desktop detect detection easy enable environment event exception extend file freedesktop functionality generate generation graphical gtk gui handle help helper high hook improved information install installation interface kernel level libraries line make manipulate necessary need non notification org package plugin print problem process program provide python query report reporting script service shell simple small storage tool usage user virtual xorg
20,accel-config,工具,库,config configuration configure device libraries library subsystem utility
21,accountsservice,库,服务,account application base bus client command contain daemon implementation information interact interface library libs manipulate package project provide query user want
22,acl,工具,库,access contain control draft dynamic function library list manipulate need package posix standard support utility
23,acpica-tools,工具,服务,advanced architecture basic binary code command complete component configuration contain contains content current data debug definition develop development directly display environment execution extract file firmware following format help host implementation inclusion independent input instal integrate interface kernel language license machine manipulate message method need operation order output package performs power project provide purpose reference release small source space specific specification subsystem suitable table tool tree user version write
27,adobe-mappings-pdf,工具,其它,application character code different file function mapping properly resource share structure syntax type useful variety
28,adwaita-icon-theme,服务,其它,contain design desktop gnome icon modern originally package theme
31,alsa-lib,库,工具,advanced allow application architecture audio binary case compatibility configuration functionality high include input level library linux manager operating output package program programming provide runtime simplify sound support universal
32,alsa-plugins,工具,服务,access allow application apps backend channel control convert converter daemon determine device driver easy expand expose external http input kind like native network node number option output play plugin plugins pre process processing program protocol provide public rate record signal simple sound specific stream suite task type use using virtual word www
34,alsa-tools,工具,服务,available card certain contain firmware following loader package second sound tool
35,alsa-utils,工具,库,advanced architecture audio basic command contain fast framework library line linux package sound test tool transform utility
37,anaconda,工具,服务,boot contain core custom depend dependency disk dracut driver environment graphical gtk handle http include initial install installation interface list local main make module option package possible program pull runtime server setup specific task time user widget
40,anolis-release,服务,其它,file package release repository signature
41,ansible-core,工具,其它,automatically based configuration daemon deployment driven execution extension instal language machine manage management model module multi node remote require simple software task transfer work write
43,ant,其它,工具,allow apache application build built command compile core dependent drive extension file generally instance java known library line main number point process supply target task term test tool type usage
44,aom,库,工具,capable consistent contain content decoder device file flexible focus footprint format free generated generation hardware include internet library media modern non open optimize package quality real reference scalable time user video
46,apache-commons-codec,其它,库,attempt codec common commonly commons decoder implementation include provide
47,apache-commons-collections,其它,工具,access adapter apis array certain class collection commons component container core create custom data development easy fast feature implementation interface java method need object package powerful programming property provides purpose quick reduce special structure style test typical utility
49,apache-commons-io,其它,库,class commons contains develop file filter functionality implementation library stream utilities utility
52,apache-commons-logging,其它,服务,abstraction addition allow apache basic choose commons component developer difference implementation interface logging mean number org orient package particular provide runtime simple small standalone user want wrapper
54,appstream-data,库,其它,center distribution gnome metadata package provide require software specific
55,apr,库,服务,apache data form free include layer library operate portable possible provide routine runtime structure win32
57,arpwatch,工具,服务,address automatically build certain change contain database device email ethernet install ip monitor monitoring need network package pair report tool track traffic utility
60,aspell-en,工具,库,dictionary english following list provides word
61,at,工具,服务,allows command control drop execute file input install instead level load need note oriented package particular read shell specify standard time tool user utility
63,at-spi2-core,工具,服务,access allows application based break bus completely control daemon definition expose gtk interact interface internals major previous protocol query reader screen script technology tools transport version
64,atk,库,工具,alternative application device graphical input interface interfaces library provide reader screen support tool toolkit user
