idx,name,y_true,y_predict,feature
0,GConf2,库,服务,administration backends configuration database feature pluggable process store support user
1,GeoIP,库,服务,address base database enable file instal ipv4 ipv6 library mapping optionally package update user
3,HdrHistogram_c,工具,库,dynamic high port range
4,Judy,其它,库,advantage array available benefit core declare design dynamic dynamically element extensible general high implement large library machine memory number performance pre provide purpose scale simply size state technology
6,ModemManager,工具,服务,application client consistent contain device easy functionality glib interact libraries library make management mobile package provide service support
8,NetworkManager-libreswan,库,其它,capability contain desktop file gnome integrate package plug plugin server software
10,OpenIPMI,库,工具,access allow application base binary binding code contain develop information intelligent interface language library libs management network open package perl platform project python runtime share tool
11,PackageKit,库,服务,abstraction access allow application architecture automatically bus command cross font glib gstreamer helper install layer library line manage management module offer package plugin program related repository secure service session simple user utility
12,PyYAML,库,服务,allow arbitrary capable complete complex configuration data design error extension feature file format human language message object parser provide python range represent script serialization specific standard support task unicode yaml
20,accel-config,工具,服务,config configuration configure device libraries library subsystem utility
21,accountsservice,库,服务,account application base bus client command contain daemon implementation information interact interface library libs manipulate package project provide query user want
22,acl,工具,服务,access contain control draft dynamic function library list manipulate need package posix standard support utility
23,acpica-tools,工具,服务,advanced architecture basic binary code command complete component configuration contain contains content current data debug definition develop development directly display environment execution extract file firmware following format help host implementation inclusion independent input instal integrate interface kernel language license machine manipulate message method need operation order output package performs power project provide purpose reference release small source space specific specification subsystem suitable table tool tree user version write
27,adobe-mappings-pdf,工具,库,application character code different file function mapping properly resource share structure syntax type useful variety
28,adwaita-icon-theme,服务,其它,contain design desktop gnome icon modern originally package theme
29,adwaita-qt,库,其它,application library theme variant
31,alsa-lib,库,工具,advanced allow application architecture audio binary case compatibility configuration functionality high include input level library linux manager operating output package program programming provide runtime simplify sound support universal
34,alsa-tools,工具,服务,available card certain contain firmware following loader package second sound tool
35,alsa-utils,工具,库,advanced architecture audio basic command contain fast framework library line linux package sound test tool transform utility
37,anaconda,工具,服务,boot contain core custom depend dependency disk dracut driver environment graphical gtk handle http include initial install installation interface list local main make module option package possible program pull runtime server setup specific task time user widget
40,anolis-release,服务,其它,file package release repository signature
