name,label,predict,summary,description
389-ds-base-libs,系统,应用, Core libraries for 389 Directory Server," Core libraries for the 389 Directory Server base package.  These libraries
are used by the main package and the -devel package.  This allows the -devel
package to be installed with just the -libs package and without the main package."
liba52,系统,应用," A free ATSC A/52 stream decoder, also known as AC-3 or AC3"," liba52 is a free library for decoding ATSC A/52 streams. The A/52
standard is used in a variety of applications, including digital
television and DVD. It is also known as AC-3 or AC3"
accel-config,应用,系统, Configure accelerator subsystem devices, Utility library for configuring the accelerator subsystem.
accel-config-libs,应用,系统, Configuration library for accelerator subsystem devices, Libraries for accel-config.
acl,核心,应用, Access control list utilities," This package contains the getfacl and setfacl utilities needed for
manipulating access control lists."
libacl,核心,应用, Dynamic library for access control list support," This package contains the libacl.so dynamic library which contains
the POSIX 1003.1e draft standard 17 functions for manipulating access
control lists."
adcli,应用,系统,Active Directory enrollment ,"adcli is a tool for joining an Active Directory domain using
standard LDAP and Kerberos calls. "
alsa-plugins-speex,系统,应用, Rate Converter Plugin Using Speex Resampler," The rate plugin is an external rate converter using the Speex resampler
(aka Public Parrot Hack) by Jean-Marc Valin. The pcm plugin provides
pre-processing of a mono stream like denoise using libspeex DSP API."
alsa-sof-firmware,系统,其它,Firmware and topology files for Sound Open Firmware project ,This package contains the firmware binaries for the Sound Open Firmware project. 
amanda,应用,系统, A network-capable tape backup solution," AMANDA, the Advanced Maryland Automatic Network Disk Archiver, is a
backup system that allows the administrator of a LAN to set up a
single master backup server to back up multiple hosts to one or more
tape drives or disk files.  AMANDA uses native dump and/or GNU tar
facilities and can back up a large number of workstations running
multiple versions of Unix.  Newer versions of AMANDA (including this
version) can use SAMBA to back up Microsoft(TM) Windows95/NT hosts.
The amanda package contains the core AMANDA programs and will need to
be installed on both AMANDA clients and AMANDA servers.  Note that you
will have to install the amanda-client and/or amanda-server packages as
well."
amanda-server,应用,系统, The server side of the AMANDA tape backup system," The amanda-server package should be installed on the AMANDA server,
the machine attached to the device(s) (such as a tape drive) where backups
will be written. You will also need to install the amanda package on
the AMANDA server machine.  And, if the server is also to be backed up, the
server also needs to have the amanda-client package installed."
anaconda-install-env-deps,系统,应用, Installation environment specific dependencies," The anaconda-install-env-deps metapackage lists all installation environment dependencies.
This makes it possible for packages (such as Initial Setup) to depend on the main Anaconda package without
pulling in all the install time dependencies as well."
