idx,name,y_true,y_predict
0,LibRaw,应用库,系统服务
1,NetworkManager,系统服务,应用库
2,WALinuxAgent,应用服务,系统服务
3,acl,核心工具,核心工具
4,acpid,系统服务,系统服务
5,adwaita-icon-theme,基础环境,系统服务
6,alsa-firmware,系统服务,系统服务
7,alsa-plugins,系统工具,系统服务
8,alsa-sof-firmware,系统服务,系统服务
9,alsa-tools,系统工具,系统服务
10,anolis-logos,基础环境,系统服务
11,anolis-release,基础环境,系统服务
12,apache-commons-jxpath,其它,编程语言
13,attr,核心工具,核心工具
14,audit,核心工具,核心工具
15,authselect,系统工具,系统服务
16,basesystem,基础环境,系统服务
17,bash,核心工具,核心工具
18,bind,系统服务,系统服务
19,bind9.16,系统服务,系统工具
20,biosdevname,应用工具,系统服务
21,bogofilter,应用工具,应用工具
22,bzip2,核心工具,核心工具
23,ca-certificates,系统工具,系统工具
24,cachefilesd,系统服务,系统服务
25,ceph,应用服务,系统服务
26,checkpolicy,系统工具,系统工具
27,cockpit,应用库,系统服务
28,colord,应用服务,系统服务
29,crash-gcore-command,应用工具,应用工具
30,cronie,系统服务,系统服务
31,crypto-policies,系统工具,核心工具
32,cryptsetup,核心工具,核心工具
33,curl,系统工具,系统工具
34,devhelp,应用工具,系统库
35,dhcp,系统服务,系统服务
36,djvulibre,应用工具,应用工具
37,dleyna-server,应用服务,应用服务
38,dmidecode,系统工具,系统服务
39,dotnet5.0,应用服务,应用服务
40,dotnet6.0,应用服务,应用服务
41,e2fsprogs,系统工具,系统工具
42,efibootmgr,核心工具,系统服务
43,efivar,系统服务,系统服务
44,elfutils,核心工具,系统服务
45,epel-aliyuncs-release,基础环境,系统服务
46,epel-release,基础环境,系统服务
47,evolution-ews,应用工具,应用工具
48,fence-virt,应用服务,应用服务
49,file-roller,应用工具,系统服务
50,filesystem,基础环境,系统服务
51,firewalld,系统服务,系统服务
52,fontconfig,系统工具,系统服务
53,frr,应用服务,应用服务
54,fuse-overlayfs,系统工具,编程语言
55,fwupd,系统服务,系统服务
56,gawk,核心工具,系统服务
57,gcc-toolset-10-dyninst,系统工具,系统工具
