idx,name,y_true,y_predict,feature
0,GConf2,库,工具,administration backends configuration database feature pluggable process store support transparent user
1,GeoIP,库,库,address base basis country cron database enable file hostname instal ipv4 ipv6 library mapping optionally organization package update user
2,GeoIP-GeoLite-data,库,其它,address available com contain country create data database free http include ipv4 ipv6 number package plus product www
3,HdrHistogram_c,工具,工具,dynamic high port range
4,Judy,其它,其它,advantage array available benefit consume core declare design dynamic dynamically efficiency element extensible general high implement large library machine memory number performance pre provide purpose scalability scale simply size sparse state technology
5,LibRaw,库,库,base camera code digital eliminate file future library obtain read source utility
6,ModemManager,工具,服务,application broadband client consistent contain device easy functionality glib interact libraries library make management mobile modem package provide service support
7,NetworkManager,服务,服务,address advanced allow alternative applet application automatic automatically backward base based behave bluetooth bridge bring broadband compatibility config configuration connection contain default deployment device dhcp different dispatcher easy editor environment ethernet file functionality graphical infiniband initscripts instal installs instead intend interface legacy libraries library like make manage manager mobile network networking networkmanager non open operation package particular perform plugin policy replace routing rule script scripts server service static stop support talk team text user variety
8,NetworkManager-libreswan,库,工具,capability contain desktop file gnome integrate networkmanager package plug plugin server software
9,OpenEXR,库,库,library runtime
10,OpenIPMI,库,服务,access allow application base binary binding code contain develop information intelligent interface ipmi language library libs management network open package perl platform project python runtime share tool
11,PackageKit,库,工具,abstraction access allow application architecture automatically bus codecs command configured cron cross font glib gstreamer gtk3 helper install layer library line manage management module offer package pango plugin program related repository secure service session simple user utility
12,PyYAML,库,库,allow applicable arbitrary capable complete complex configuration data design error extension feature file format human interaction language message object parser provide python range readability represent script serialization specific standard support task unicode yaml
13,SDL,库,库,access audio buffer cross design device fast frame graphic layer library multimedia platform provide simple
14,WALinuxAgent,服务,服务,agent build cloud disk environment image instal linux machines microsoft package provisioning rule running specific support udev virtual
15,Xaw3d,工具,库,application change code dimensional enhanced incorporate install like look minimal source version widget window
16,aajohan-comfortaa-fonts,其它,其它,aspect coverage cyrillic european font good language modern regular sans serif style true type variant
17,abattis-cantarell-fonts,其它,其它,design family font sans serif typeface
