idx,name,y_true,y_predict,feature
2,GeoIP-GeoLite-data,库,其它,address available com contain country create data database free http include ipv4 ipv6 number package plus product www
8,NetworkManager-libreswan,库,服务,capability contain desktop file gnome integrate networkmanager package plug plugin server software
10,OpenIPMI,库,服务,access allow application base binary binding code contain develop information intelligent interface ipmi language library libs management network open package perl platform project python runtime share tool
11,PackageKit,库,工具,abstraction access allow application architecture automatically bus codecs command configured cron cross font glib gstreamer gtk3 helper install layer library line manage management module offer package pango plugin program related repository secure service session simple user utility
20,accel-config,工具,库,config configuration configure device libraries library subsystem utility
21,accountsservice,库,服务,account application base bus client command contain daemon implementation information interact interface library libs manipulate package project provide query talk user want
60,aspell-en,工具,库,dictionary english following list provides word
66,atlas,工具,库,apply architecture automatically base binary bridge build compile configuration contain cpus documentation efficient effort good hardware implementation improvement information interface libraries library linear make necessary obtain optimal optimization order package performance portable present project provide routine software source specific technique time variety
72,autoconf-archive,库,工具,archive autoconf cause collection contribute free friendly internet macro software
74,autogen,工具,库,automated base command consist document eliminate library line nearly option parser parsing powerful process template time
93,bison,库,工具,able available binary calculator change compatible complex contain context convert correctly depend description develop development ensure file free general generate generated generator grammar information install internationalization know lalr language manual need package packages parse parser program programming purpose range runtime section simple support wide work write yacc
102,booth,工具,其它,cluster core distribute executables facilitate file locate location manage manager multi pacemaker resource site support
104,brasero,工具,库,application cd contain desktop dvd easy extension gnome libraries library libs nautilus package runtime share simple
107,brotli,库,工具,algorithm available best combination compress compression context currently data general generic lossless method modern offer order purpose ratio similar speed variant
108,bubblewrap,库,工具,bin binary container core engine execution kernel namespaces tool user usr work
121,celt051,库,工具,audio bitstream close codec codecs communication design file format high low mean normal package parallel particular quality realtime rename require special speech speex stable symbol traditional transform transmission version vorbis
131,chrpath,工具,库,allow compile compiled currently dynamic library load modify path program remove support
134,cjose,库,工具,nannan
145,cmake,工具,库,base code common compilation compiler complex configuration contain control cross data directory environment file files generates generation gui independent macro make makefiles module native package platform possible preprocessor process quite require simple software sophisticated support template workspace
146,cockpit,库,服务,administer authenticate authentication base behalf bridge browser card certificate client cockpit command component configuration configure console contain dbus diagnostic enable freeipa gnu inspection instal interactive interface line linux listen network offer package report selinux server service session shell smart troubleshoot user
149,cockpit-session-recording,库,其它,allow cockpit component configuration generate journal module playback provide record recording session terminal view
162,corosync,库,服务,cluster contain corosync engine libraries library package
167,cracklib,库,工具,actually appropriate certain characteristic check checking choose conjunction contain creation determine dictionary easy entry exist function generate guess include instal install library match necessary need normally oriented package particular passwd password pattern perform program purpose replacement secure security share standard stop test user users usr utility want word
179,ctags,工具,库,code construct contain cross definition easy editor emacs enumerate external file form function generate header human improve include index information inside install item language likely list locate macro make method object output preprocessor print programming prototype readable reference select source style support text tool type union utility value variable various
183,cups-pk-helper,库,其它,application available config configuration control cups helper interface make policykit printer
185,cyrus-imapd,库,工具,access administration administrative advantage allow base calendar compatible concurrent connection contact contain contains control convert database design differ efficiency email enterprise environment file filesystem hierarchy high imap implementation instal internal internet large list mail message multiple node normally open package performance permit pop3 private program protocol provide read scalability scalable seamless server small software specification standards storage store support technology timezone tool user utilities utility utils version wide write
187,dav1d,库,工具,correctness cross decoder file focus library open platform source speed
189,dbus-c++,库,其它,attempt binding bus contain dbus glib integration library native package provide subpackages
199,dde-api,库,服务,daemon
250,desktop-file-utils,工具,其它,application check contain desktop directory file freedesktop gnome http inclusion install manipulate menu optionally org package process specification standard standards utilities validate www
255,dialog,库,工具,allow contain create dialog following implement info input install interface like menu message mode script shell text utility
265,dlm,库,工具,application contain lib library need package userland
269,dnssec-trigger,工具,服务,able applet base case change configuration create current daemon dialog dynamic input interaction local need network networkmanager package panel perform performs probe provide resolver result script server state test tool user validate validation window
270,docbook-dtds,库,其它,book compliant contain definition develop docbook document documentation manual package page sgml syntax technical text type version xml
278,dotconf,库,其它,configuration file handle libraries library parse
284,dovecot,库,工具,authentication contain driver format imap like linux mail mind mysql package plug pop3 primarily provide secure security server small subpackages support unix write
286,dpa-ext-gnomekeyring,工具,其它,agent automatically extension gnome keyring polkit thing
300,efi-rpm-macros,库,工具,basic contain directory filesystem layout machine package tool
307,enchant,库,工具,backends check checking library spell wrap
314,epel-rpm-macros,库,服务,build contain enterprise extra linux macro package packages
315,esc,工具,服务,allow card client cryptographic enterprise manage security smart user
318,ethtool,工具,库,allow auto change checksum device especially ethernet location network offload port query setting settings speed tool utility
325,exempi,库,其它,adobe build easy include library metadata parsing port provide unix work
329,extra-cmake-modules,库,其它,additional build frameworks module need
344,fido-device-onboard,工具,服务,client device dracut implementation initialization module server tool
349,fio,工具,库,action file generation global inherit load match number override parameter particular process specify thread tool type typical unless user want write
365,foomatic-db,库,服务,base database directory driver http layout option org package printer site www
370,freeipmi,库,服务,base console daemon detection intelligent interface ipmi management monitoring node platform project provide provides recovery remote software specification syslog tool
376,fstrm,库,工具,allow binary buffers byte clean data encode encoding format frame implementation json light minimal overhead produce protocol sequence serialization specify transport weight yaml
378,fuse-overlayfs,工具,其它,nannan
379,fuse-sshfs,工具,其它,access base client easy file filesystem filesystems fuse mount protocol remote server support transfer
383,gamin,库,工具,compatible daemon dependent file library mechanism monitor provide wide
395,gcc-toolset-10-gcc,工具,库,collection compile compiler contain current documentation evaluation expression fortran frequently gcc generate include information library manual package plugin program provide specification standard support toolset version
408,gcc-toolset-11-gcc,工具,库,11 address collection compile compiler contain current documentation embed end evaluation expression fortran frequently gcc generate include information inside instrument library manual package plugin program provide runtime share specification standard support toolset version
