idx,name,y_true,y_predict
0,GConf2,系统库,系统库
1,Judy,其它,其它
2,NetworkManager,系统服务,应用工具
3,NetworkManager-libreswan,系统库,其它
4,WALinuxAgent,应用服务,其它
5,aajohan-comfortaa-fonts,其它,其它
6,abattis-cantarell-fonts,其它,其它
7,abrt,应用工具,应用工具
8,accel-config,应用工具,其它
9,accountsservice,应用库,系统库
10,acl,核心工具,系统库
11,acpica-tools,系统工具,系统工具
12,acpid,系统服务,系统库
13,adobe-mappings-cmap,应用工具,应用工具
14,adobe-mappings-pdf,应用工具,应用工具
15,adwaita-icon-theme,基础环境,其它
16,alsa-firmware,系统服务,系统库
17,alsa-lib,系统库,系统库
18,alsa-plugins,系统工具,系统工具
19,alsa-sof-firmware,系统服务,其它
20,alsa-tools,系统工具,应用工具
21,alsa-utils,系统工具,系统库
22,anaconda,系统工具,应用工具
23,anaconda-user-help,系统工具,其它
24,anolis-logos,基础环境,其它
25,anolis-release,基础环境,其它
26,ant,其它,其它
27,apache-commons-cli,其它,其它
28,apache-commons-codec,其它,其它
29,apache-commons-collections,其它,其它
30,apache-commons-compress,其它,其它
31,apache-commons-io,其它,其它
32,apache-commons-jxpath,其它,其它
33,apache-commons-lang3,其它,其它
34,apache-commons-logging,其它,其它
35,apache-commons-net,其它,其它
36,apr-util,应用工具,应用工具
37,arpwatch,应用工具,系统库
38,at-spi2-atk,系统工具,系统工具
39,at-spi2-core,系统工具,系统工具
40,atk,系统库,应用工具
41,atkmm,系统库,系统库
42,atlas,系统工具,系统库
43,attr,核心工具,应用工具
44,audit,核心工具,系统库
45,augeas,应用服务,系统库
46,authselect,系统工具,系统库
47,autoconf-archive,系统库,应用工具
48,autofs,应用服务,系统库
49,avahi,应用服务,系统库
50,awscli,应用工具,应用工具
51,babel,应用工具,系统库
52,babeltrace,应用工具,系统库
53,basesystem,基础环境,应用工具
54,bash,核心工具,系统库
55,bash-completion,应用工具,应用工具
56,bc,系统工具,应用工具
57,bind,系统服务,系统库
58,bind9.16,系统服务,应用工具
59,binutils,系统工具,系统工具
60,bitmap-fonts,其它,其它
61,blktrace,应用工具,系统库
62,bluez,系统工具,系统库
63,bogofilter,应用工具,应用工具
64,bolt,应用服务,系统库
65,boom-boot,系统工具,应用工具
66,bpftrace,应用工具,其它
67,breeze-icon-theme,其它,其它
68,bzip2,核心工具,系统库
69,ca-certificates,系统工具,系统工具
70,cachefilesd,系统服务,系统库
71,cairo,系统库,应用工具
72,cairomm,系统库,系统库
73,ceph,应用服务,应用工具
74,certmonger,应用工具,应用工具
75,chan,应用工具,其它
76,check,应用工具,应用工具
77,checkpolicy,系统工具,系统库
78,chkconfig,系统工具,系统库
79,chrony,应用服务,系统库
80,cim-schema,应用服务,其它
81,clang,其它,其它
82,cloud-init,其它,其它
83,clufter,系统工具,系统工具
84,clutter-gst3,应用库,应用库
85,colord,应用服务,系统库
86,containerd,应用服务,应用库
87,copy-jdk-configs,应用工具,应用工具
88,coreutils,系统工具,系统库
89,corosync-qdevice,应用服务,应用工具
90,cpio,系统工具,系统工具
91,cppunit,应用工具,系统库
92,cracklib,系统库,系统库
93,crash-gcore-command,应用工具,应用工具
94,crda,应用服务,应用工具
95,createrepo_c,应用工具,系统库
96,cronie,系统服务,系统库
97,crontabs,系统工具,系统库
98,crypto-policies,系统工具,系统工具
99,cryptsetup,核心工具,系统库
100,ctags,应用工具,应用工具
101,culmus-fonts,其它,其它
102,cups,应用服务,系统库
103,curl,系统工具,系统库
104,cyrus-imapd,系统库,应用工具
105,cyrus-sasl,系统库,系统库
106,dav1d,应用库,其它
107,dbus,其它,系统库
108,dbus-c++,系统库,系统库
109,dbus-glib,系统库,系统库
110,dbus-python,系统库,其它
111,dbusmenu-qt,其它,其它
112,dbxtool,系统工具,系统库
113,dconf,系统工具,系统库
114,dconf-editor,应用工具,其它
115,dcraw,应用工具,系统库
116,dde,其它,其它
117,dde-account-faces,其它,其它
118,dde-calendar,其它,其它
119,dde-clipboard,其它,其它
120,dde-control-center,其它,其它
121,dde-daemon,其它,其它
122,dde-device-formatter,其它,其它
123,dde-dock,其它,其它
124,dde-file-manager,其它,其它
125,dde-kwin,其它,其它
126,dde-launcher,其它,其它
127,dde-network-utils,其它,其它
128,dde-polkit-agent,其它,其它
129,dde-printer,其它,其它
130,dde-qt-dbus-factory,其它,其它
131,dde-qt5integration,其它,其它
132,dde-qt5platform-plugins,其它,其它
133,dde-server-industry-config,其它,其它
134,dde-session-shell,其它,其它
135,dde-session-ui,其它,其它
136,deepin-anything,其它,其它
