idx,name,y_true,y_predict,feature
0,GConf2,库,服务,configuration database feature process store support user
2,GeoIP-GeoLite-data,库,服务,address available com contain create data database free http include number package www
3,HdrHistogram_c,工具,库,dynamic high port range
4,Judy,其它,库,array available core design dynamic dynamically extensible general high implement large library machine memory number performance provide purpose simply size state technology
6,ModemManager,工具,服务,application client contain device easy functionality glib interact libraries library make management package provide service support
8,NetworkManager-libreswan,库,其它,capability contain desktop file gnome integrate package plug plugin server software
10,OpenIPMI,库,服务,access allow application base binary binding code contain develop information interface language library libs management network open package perl platform project python runtime share tool
11,PackageKit,库,服务,abstraction access allow application architecture automatically bus command cross font glib helper install layer library line manage management module offer package plugin program related repository secure service session simple user utility
20,accel-config,工具,库,configuration configure device libraries library utility
21,accountsservice,库,服务,application base bus client command contain daemon implementation information interact interface library libs manipulate package project provide query user want
27,adobe-mappings-pdf,工具,其它,application character code different file function resource share structure syntax type useful variety
28,adwaita-icon-theme,服务,其它,contain design desktop gnome modern originally package theme
31,alsa-lib,库,其它,advanced allow application architecture audio binary case compatibility configuration functionality high include input level library linux manager operating output package program programming provide runtime simplify sound support
32,alsa-plugins,工具,服务,access allow application backend control convert daemon determine device driver easy expose http input kind like native network node number option output play plugin plugins process processing program protocol provide public record simple sound specific stream suite task type virtual word www
35,alsa-utils,工具,库,advanced architecture audio basic command contain fast framework library line linux package sound test tool utility
37,anaconda,工具,服务,boot contain core custom depend dependency disk driver environment graphical gtk handle http include install installation interface list local main make module option package possible program runtime server setup specific task time user widget
41,ansible-core,工具,服务,automatically based configuration daemon execution extension instal language machine manage management model module multi node remote require simple software task transfer work write
43,ant,其它,工具,allow apache application build built command compile core drive extension file instance java library line main number point process target task test tool type usage
44,aom,库,工具,capable contain content device file flexible format free generation hardware include internet library modern non open optimize package quality real reference time user video
47,apache-commons-collections,其它,工具,access apis array certain class collection component container core create custom data development easy fast feature implementation interface java method need object package powerful programming property provides purpose reduce special structure style test utility
49,apache-commons-io,其它,库,class contains develop file filter functionality implementation library stream utilities utility
52,apache-commons-logging,其它,服务,abstraction addition allow apache basic component developer implementation interface mean number org package particular provide runtime simple small standalone user want wrapper
54,appstream-data,库,其它,distribution gnome metadata package provide require software specific
55,apr,库,服务,apache data form free include layer library operate portable possible provide routine runtime structure
57,arpwatch,工具,服务,address automatically build certain change contain database device install monitor monitoring need network package report tool track utility
59,aspell,工具,库,come design dictionary feature good handle include independent language library main memory microsoft open possible process replace shared word
60,aspell-en,工具,库,dictionary following list provides word
61,at,工具,服务,command control drop execute file input install instead level load need note oriented package particular read shell specify standard time tool user utility
64,atk,库,工具,alternative application device graphical input interface library provide reader screen support tool toolkit user
66,atlas,工具,库,architecture automatically base binary build compile configuration contain documentation efficient good hardware implementation information interface libraries library make necessary order package performance portable present project provide routine software source specific time variety
68,audit,工具,服务,application binding configure contain database directory dynamic event facility framework generate interface kernel library libs like linux machine management need package plugin plugins provide python3 real record remote search server service space store thing time tool user utility
70,authselect,工具,服务,authentication build case command common configuration configure design different feature file instead library line package profile replacement source stack support test time tool utility
72,autoconf-archive,库,其它,archive collection free friendly internet macro software
74,autogen,工具,库,base command consist document library line option parser parsing powerful process template time
78,awscli,工具,其它,command environment interface line package provide services
79,babel,工具,库,access application build common data date display interface library message number provide python repository tool various work
85,bash,工具,库,command compatible feature interpreter language script shell useful
88,bcc,工具,其它,analysis binding collection command compiler control create easy efficient example extend feature include kernel know line linux make manipulation network packet performance program python python3 task tool toolkit trace useful wrapper write
92,biosdevname,工具,服务,argument device directly form helper kernel necessary return simple
93,bison,库,工具,able available binary change compatible complex contain context convert depend description develop development file free general generate generator information install know language manual need package parse parser program programming purpose range runtime section simple support wide work write
96,bluez,工具,服务,application automatically configuration connect contain content daemon device example file function include instal install libraries like make manual mode need note object package regular require rule script share start support switch utilities utility want work
98,bogofilter,工具,库,algorithm analysis check code design directly fast filter good include input list mail message mode normal operation process return speed standard text word
101,boost,库,工具,additional advanced allow application base buffer class code command compiler component configuration container context copy core data date define developer directory easy entry execution exist expression extend extension facility feature file filesystem filter flexible framework free function functionality generic graph handling implement implementation include interface language library line long make manage manipulate memory method multiple offer operate operation option order path point portable present program programming provide public query range reference regular require run runtime separate single source specific standard stream style subroutine suitable support switch template thread time tool type unicode useful user utility value variable wide work
102,booth,工具,服务,cluster core distribute executables file manage manager multi resource support
103,bpftrace,工具,其它,available backend capability compile dynamic exist filter high interact kernel language level linux make packet script trace user
104,brasero,工具,库,application contain desktop easy extension gnome libraries library libs package runtime share simple
106,brltty,工具,库,access application bind binding complete console daemon directly display documentation drive driver functionality install interface java linux mode module package process programming provide python run screen support text time unix
107,brotli,库,工具,algorithm available compress compression context currently data general generic method modern offer order purpose similar speed variant
108,bubblewrap,库,服务,binary container core engine execution kernel tool user work
114,ca-certificates,工具,服务,bundle certificate contain internet package root
116,cairo,库,工具,available binding buffer contain currently design display file functionality gnome gobject graphic hardware high image include integrate library make medium memory object output package print produce provide quality support target window
117,cairomm,库,服务,developer graphic include interface library make offer power standard template
119,cdrdao,工具,库,allow audio base complete content control description disk mode record single track write
123,certmonger,工具,服务,certificate client monitor primarily service
124,chan,工具,库,available buffer implementation pure
127,cheese,工具,服务,application contain display gnome graphical interface library need package video want widget
128,chkconfig,工具,库,basic command configure current directly edit information instead interface line link maintain manipulate page provide query service simple specify start tool update utility various
129,chrome-gnome-shell,工具,其它,browser capable extension gnome google host http integration manage native org provide repository shell support
131,chrpath,工具,库,allow compile currently dynamic library load modify path program remove support
132,cifs-utils,工具,其它,able allow authentication automatically client contain file filesystem kernel linux login machine manage microsoft module need option package password protocol provide purpose session share standard support tool user utilities windows work
137,clevis,工具,库,allow automatic automatically basic bind block boot building commonly data desktop device directly enable environment example framework gnome integration like package policy provide require root support
138,cloud-init,其它,库,install instance need retrieve script special user various
140,clufter,工具,服务,additional built capable cluster command common configuration contain conversion data extra file filter format framework generic include interface library line offer package plugin plugins primarily process python3 specific stack target tool variety
141,clutter,库,服务,application create example fast graphical interface library medium open rich software source type usage user
142,clutter-gst2,库,其它,create enable fast graphical integration interface library open rich software source user
143,clutter-gst3,库,其它,create enable fast graphical integration interface library open rich software source user
145,cmake,工具,库,base code common compiler complex configuration contain control cross data directory environment file generation independent macro make module native package platform possible process require simple software support template
146,cockpit,库,服务,authentication base browser card certificate client command component configuration configure console contain dbus enable instal interactive interface line linux network offer package report selinux server service session shell smart user
147,cockpit-appstream,库,其它,archive component create instal install integration interface load machine manage package read storage support update user virtual
148,cockpit-composer,库,其它,custom generate image integrate suitable
149,cockpit-session-recording,库,其它,allow component configuration generate module provide record session terminal view
150,codemodel,库,其它,code compiler file generate generator java library program project provide source
152,color-filesystem,库,其它,color directory filesystem layout package provide store
155,compat-libtiff3,库,其它,compatibility current file format image library manipulate package provide version
156,conntrack-tools,工具,其它,addition available cluster collect command connection contain currently daemon dump event high interact interface kernel line linux list maintain manipulate message monitor multiple package program search setup state table tools track userspace
162,corosync,库,服务,cluster contain engine libraries library package
