idx,name,y_true,y_predict,feature
0,GConf2,库,服务,configuration database feature process store support user
2,GeoIP-GeoLite-data,库,服务,address available com contain create data database free http include number package www
3,HdrHistogram_c,工具,服务,dynamic high port range
4,Judy,其它,库,array available core design dynamic dynamically extensible general high implement large library machine memory number performance provide purpose simply size state technology
6,ModemManager,工具,服务,application client contain device easy functionality glib interact libraries library make management package provide service support
8,NetworkManager-libreswan,库,其它,capability contain desktop file gnome integrate package plug plugin server software
10,OpenIPMI,库,服务,access allow application base binary binding code contain develop information interface language library libs management network open package perl platform project python runtime share tool
11,PackageKit,库,服务,abstraction access allow application architecture automatically bus command cross font glib helper install layer library line manage management module offer package plugin program related repository secure service session simple user utility
12,PyYAML,库,工具,allow arbitrary capable complete complex configuration data design error extension feature file format language message object parser provide python range represent script specific standard support task unicode
20,accel-config,工具,服务,configuration configure device libraries library utility
21,accountsservice,库,服务,application base bus client command contain daemon implementation information interact interface library libs manipulate package project provide query user want
22,acl,工具,服务,access contain control dynamic function library list manipulate need package posix standard support utility
23,acpica-tools,工具,服务,advanced architecture basic binary code command complete component configuration contain contains content current data debug definition develop development directly display environment execution extract file following format help host implementation independent input instal integrate interface kernel language license machine manipulate message method need operation order output package power project provide purpose reference release small source space specific specification suitable table tool tree user version write
27,adobe-mappings-pdf,工具,其它,application character code different file function resource share structure syntax type useful variety
28,adwaita-icon-theme,服务,其它,contain design desktop gnome modern originally package theme
29,adwaita-qt,库,其它,application library theme variant
31,alsa-lib,库,工具,advanced allow application architecture audio binary case compatibility configuration functionality high include input level library linux manager operating output package program programming provide runtime simplify sound support
35,alsa-utils,工具,服务,advanced architecture audio basic command contain fast framework library line linux package sound test tool utility
37,anaconda,工具,服务,boot contain core custom depend dependency disk driver environment graphical gtk handle http include install installation interface list local main make module option package possible program runtime server setup specific task time user widget
39,anolis-logos,服务,其它,related usage
40,anolis-release,服务,其它,file package release repository
41,ansible-core,工具,服务,automatically based configuration daemon execution extension instal language machine manage management model module multi node remote require simple software task transfer work write
43,ant,其它,工具,allow apache application build built command compile core drive extension file instance java library line main number point process target task test tool type usage
44,aom,库,工具,capable contain content device file flexible format free generation hardware include internet library modern non open optimize package quality real reference time user video
45,apache-commons-cli,其它,工具,argument command easy interface java library line option provide simple work
46,apache-commons-codec,其它,库,attempt common commonly implementation include provide
47,apache-commons-collections,其它,工具,access apis array certain class collection component container core create custom data development easy fast feature implementation interface java method need object package powerful programming property provides purpose reduce special structure style test utility
49,apache-commons-io,其它,库,class contains develop file filter functionality implementation library stream utilities utility
50,apache-commons-jxpath,其它,工具,context expression graph include interpreter kind language object simple
52,apache-commons-logging,其它,服务,abstraction addition allow apache basic component developer implementation interface mean number org package particular provide runtime simple small standalone user want wrapper
54,appstream-data,库,其它,distribution gnome metadata package provide require software specific
55,apr,库,服务,apache data form free include layer library operate portable possible provide routine runtime structure
57,arpwatch,工具,服务,address automatically build certain change contain database device install monitor monitoring need network package report tool track utility
60,aspell-en,工具,库,dictionary following list provides word
61,at,工具,服务,command control drop execute file input install instead level load need note oriented package particular read shell specify standard time tool user utility
64,atk,库,工具,alternative application device graphical input interface library provide reader screen support tool toolkit user
65,atkmm,库,工具,class complex create extensible include interface library provide user widget
66,atlas,工具,库,architecture automatically base binary build compile configuration contain documentation efficient good hardware implementation information interface libraries library make necessary order package performance portable present project provide routine software source specific time variety
67,attr,工具,服务,attribute command compatible contain dynamic extend filesystem function library manage manipulate object package particular provide support tool utilities
68,audit,工具,服务,application binding configure contain database directory dynamic event facility framework generate interface kernel library libs like linux machine management need package plugin plugins provide python3 real record remote search server service space store thing time tool user utility
70,authselect,工具,服务,authentication build case command common configuration configure design different feature file instead library line package profile replacement source stack support test time tool utility
72,autoconf-archive,库,其它,archive collection free friendly internet macro software
74,autogen,工具,库,base command consist document library line option parser parsing powerful process template time
78,awscli,工具,服务,command environment interface line package provide services
80,babeltrace,工具,服务,allow common conversion create format library plugin project provide read trace write
84,basesystem,服务,工具,basic component define example installation order package remove simple
86,bash-completion,工具,其它,collection feature function shell
91,binutils,工具,库,address archive binary collection content convert create data display extract family file generate graph include index information line list modify object profile section size string symbol translate utility
93,bison,库,工具,able available binary change compatible complex contain context convert depend description develop development file free general generate generator information install know language manual need package parse parser program programming purpose range runtime section simple support wide work write
95,blktrace,工具,服务,block collect data event format include information install kernel layer linux mechanism need operation package pattern perform provide request space trace user utilities utility
96,bluez,工具,服务,application automatically configuration connect contain content daemon device example file function include instal install libraries like make manual mode need note object package regular require rule script share start support switch utilities utility want work
100,boom-boot,工具,服务,boot compatible configuration entry file function integration library linux manage manager module package project provide python3 require script specification support tool
101,boost,库,工具,additional advanced allow application base buffer class code command compiler component configuration container context copy core data date define developer directory easy entry execution exist expression extend extension facility feature file filesystem filter flexible framework free function functionality generic graph handling implement implementation include interface language library line long make manage manipulate memory method multiple offer operate operation option order path point portable present program programming provide public query range reference regular require run runtime separate single source specific standard stream style subroutine suitable support switch template thread time tool type unicode useful user utility value variable wide work
102,booth,工具,服务,cluster core distribute executables file manage manager multi resource support
107,brotli,库,工具,algorithm available compress compression context currently data general generic method modern offer order purpose similar speed variant
108,bubblewrap,库,服务,binary container core engine execution kernel tool user work
111,bzip2,工具,服务,application available capability compress compression data fast file format free high install libraries need quality speed time utility
113,c2esp,库,服务,driver filter printer
114,ca-certificates,工具,其它,bundle certificate contain internet package root
116,cairo,库,工具,available binding buffer contain currently design display file functionality gnome gobject graphic hardware high image include integrate library make medium memory object output package print produce provide quality support target window
117,cairomm,库,工具,developer graphic include interface library make offer power standard template
118,cdparanoia,库,工具,ability application audio contain data digital directly disk drive dynamic extra feature file format good handle hardware include instead libraries library libs like need package read reading sample stream tool utility variety write
119,cdrdao,工具,库,allow audio base complete content control description disk mode record single track write
120,cdrkit,库,工具,able allow application audio binary block boot capable command contain create data device different digital directory drive error file form format fully generate host image include install library line medium message multi need package program provide read record save size sound suitable support tree utility work write
122,ceph,服务,工具,access allow application block client cluster develop device distribute file interface library like manage multiple object shared simple storage store
123,certmonger,工具,服务,certificate client monitor primarily service
124,chan,工具,库,available buffer implementation pure
127,cheese,工具,其它,application contain display gnome graphical interface library need package video want widget
128,chkconfig,工具,服务,basic command configure current directly edit information instead interface line link maintain manipulate page provide query service simple specify start tool update utility various
129,chrome-gnome-shell,工具,其它,browser capable extension gnome google host http integration manage native org provide repository shell support
131,chrpath,工具,服务,allow compile currently dynamic library load modify path program remove support
132,cifs-utils,工具,服务,able allow authentication automatically client contain file filesystem kernel linux login machine manage microsoft module need option package password protocol provide purpose session share standard support tool user utilities windows work
134,cjose,库,工具,
135,clang,其它,工具,
136,cldr-emoji-annotation,工具,其它,file language package provide
137,clevis,工具,服务,allow automatic automatically basic bind block boot building commonly data desktop device directly enable environment example framework gnome integration like package policy provide require root support
140,clufter,工具,服务,additional built capable cluster command common configuration contain conversion data extra file filter format framework generic include interface library line offer package plugin plugins primarily process python3 specific stack target tool variety
