idx,name,y_true,y_predict
0,GConf2,系统库,应用库
1,GeoIP,应用库,应用库
2,GeoIP-GeoLite-data,应用库,应用库
3,HdrHistogram_c,应用工具,应用库
4,LibRaw,应用库,应用库
5,ModemManager,应用工具,应用库
6,NetworkManager,系统服务,应用工具
7,NetworkManager-libreswan,系统库,应用库
8,OpenEXR,应用库,应用库
9,OpenIPMI,应用库,应用库
10,PackageKit,应用库,应用库
11,PyYAML,应用库,应用库
12,SDL,应用库,应用库
13,WALinuxAgent,应用服务,应用库
14,Xaw3d,应用工具,应用库
15,aajohan-comfortaa-fonts,其它,应用库
16,abattis-cantarell-fonts,其它,应用库
17,abrt,应用工具,应用库
18,abrt-java-connector,应用库,应用库
19,accel-config,应用工具,应用库
20,accountsservice,应用库,应用库
21,acl,核心工具,应用库
22,acpica-tools,系统工具,应用库
23,acpid,系统服务,应用库
24,adcli,应用工具,应用库
25,adobe-mappings-cmap,应用工具,应用库
26,adobe-mappings-pdf,应用工具,应用库
27,adwaita-icon-theme,基础环境,应用库
28,adwaita-qt,应用库,应用库
29,alsa-firmware,系统服务,应用库
30,alsa-lib,系统库,应用库
31,alsa-plugins,系统工具,应用库
32,alsa-sof-firmware,系统服务,应用库
33,alsa-tools,系统工具,应用库
34,alsa-utils,系统工具,应用库
35,amanda,应用工具,应用工具
36,anaconda,系统工具,应用库
37,anaconda-user-help,系统工具,应用库
38,anolis-logos,基础环境,应用库
39,anolis-release,基础环境,应用库
40,ansible-core,应用工具,应用库
41,ansible-freeipa,应用工具,应用工具
42,aom,应用库,应用库
43,appstream-data,应用库,应用库
44,apr,应用库,应用库
45,apr-util,应用工具,应用库
46,arpwatch,应用工具,应用库
47,asciidoc,应用工具,应用库
48,aspell,应用工具,应用库
49,aspell-en,应用工具,应用库
50,at,应用工具,应用库
51,at-spi2-atk,系统工具,应用库
52,at-spi2-core,系统工具,应用库
53,atk,系统库,应用库
54,atkmm,系统库,应用库
55,atlas,系统工具,应用库
56,attr,核心工具,应用库
57,audit,核心工具,应用库
58,augeas,应用服务,应用库
59,authselect,系统工具,应用库
60,autoconf,应用工具,应用库
61,autoconf-archive,系统库,应用库
62,autofs,应用服务,应用库
63,autogen,其它,应用库
64,automake,其它,应用库
65,autotrace,其它,应用库
66,avahi,应用服务,应用库
67,awscli,应用工具,应用库
68,babel,应用工具,应用库
69,babeltrace,应用工具,应用库
70,babl,应用库,应用库
71,bacula,应用工具,应用库
72,baobab,应用工具,应用库
73,basesystem,基础环境,应用库
74,bash,核心工具,应用库
75,bash-completion,应用工具,应用库
76,bc,系统工具,应用库
77,bcc,应用工具,应用库
78,bind,系统服务,应用库
79,bind9.16,系统服务,应用库
80,binutils,系统工具,应用库
81,biosdevname,应用工具,应用库
82,bison,应用库,应用库
83,bitmap-fonts,其它,应用库
84,blktrace,应用工具,应用库
85,bluez,系统工具,应用库
86,blur-effect,应用库,应用库
87,bogofilter,应用工具,应用库
