,,应用工具,a52dec,"
,系统库,应用库,jbigkit,"
JBIG-KIT provides a portable library of compression and decompression
functions with a documented interface that you can include very easily
into your image or document processing software. In addition, JBIG-KIT
provides ready-to-use compression and decompression programs with a
simple command line interface (similar to the converters found in netpbm).

JBIG-KIT implements the specification:
    ISO/IEC 11544:1993 and ITU-T Recommendation T.82(1993):
     Information technology — Coded representation of picture and audio
     information — Progressive bi-level image compression

which is commonly referred to as the “JBIG1 standard”","
JBIG1 lossless image compression library.",,,,,,,,,,,
应用库,编程语言,java,jboss-annotations-1.2-api,"
This package contains Common Annotations 1.2 API.","
Common Annotations 1.2 API.",,,,,,,,,,,
应用库,编程语言,java,jboss-jaxrs-2.0-api,"
JSR 339: JAX-RS 2.0: The Java API for RESTful Web Services.","
JAX-RS 2.0: The Java API for RESTful Web Services.",,,,,,,,,,,
应用库,编程语言,java,jboss-logging,"
This package contains the JBoss Logging Framework.","
The JBoss Logging Framework.",,,,,,,,,,,
应用库,编程语言,java,jboss-logging-tools,"
This pacakge contains JBoss Logging I18n Annotation Processor","
JBoss Logging I18n Annotation Processor.",,,,,,,,,,,
应用库,编程语言,java,jdeparser,"
This project is a fork of Sun's (now Oracle's) com.sun.codemodel project. We
decided to fork the project because by all evidence, the upstream project is
dead and not actively accepting outside contribution. All JBoss projects are
urged to use this project instead for source code generation.","
Source generator library for Java.",,,,,,,,,,,
,,应用库,jemalloc,,,"
General-purpose scalable concurrent malloc(3) implementation.
This distribution is the stand-alone ""portable"" implementation of jemalloc.","
General-purpose scalable concurrent malloc implementation.",,,,,,,,,
,,应用库,jigawatts,"
CRIU is a Linux utility that allows the checkpointing and restoring
of processes.You can read more about CRIU at criu.org. CRIU for
Java is a package which makes it more convenient to use CRIU from
Java.","
Java CRIU helper.",,,,,,,,,,,
,,应用工具,jimtcl,"
Jim is an opensource small-footprint implementation of the Tcl programming
language. It implements a large subset of Tcl and adds new features like
references with garbage collection, closures, built-in Object Oriented
Programming system, Functional Programming commands, first-class arrays and
UTF-8 support.","
A small embeddable Tcl interpreter.",,,,,,,,,,,
,,应用库,jna,"
JNA provides Java programs easy access to native shared libraries
(DLLs on Windows) without writing anything but Java code. JNA's
design aims to provide native access in a natural way with a
minimum of effort. No boilerplate or generated code is required.
While some attention is paid to performance, correctness and ease
of use take priority.","
Pure Java access to native libraries.",,,,,,,,,,,
,,应用服务,jolokia-jvm-agent,"
Jolokia JVM Agent.","
Jolokia JVM Agent.",,,,,,,,,,,
,,字体,jomolhari-fonts,"
Jomolhari is an TrueType OpenType Bhutanese style font for Dzongkha and
Tibetan text. It is based on Bhutanese manuscript examples, supports the
Unicode and the Chinese encoding for Tibetan.
The font supports the standard combinations used in most texts.","
Jomolhari a Bhutanese style font for Tibetan and Dzongkha.",,,,,,,,,,,
,,系统库,jose,"
This package contains a C library for performing JOSE operations.","
Library implementing JSON Object Signing and Encryption.","
José is a command line utility for performing various tasks on JSON
Object Signing and Encryption (JOSE) objects. José provides a full
crypto stack including key generation, signing and encryption.","
Tools for JSON Object Signing and Encryption (JOSE).",,,,,,,,,
,,系统工具,jq,,,"
lightweight and flexible command-line JSON processor

 jq is like sed for JSON data – you can use it to slice
 and filter and map and transform structured data with
 the same ease that sed, awk, grep and friends let you
 play with text.

 It is written in portable C, and it has zero runtime
 dependencies.

 jq can mangle the data format that you have into the
 one that you want with very little effort, and the
 program to do so is often shorter and simpler than
 you'd expect.","
Command-line JSON processor.",,,,,,,,,
,,应用工具,js-d3-flame-graph,"
A D3.js plugin that produces flame graphs from hierarchical data.","
A D3.js plugin that produces flame graphs.",,,,,,,,,,,
,,应用库,json-c,,,"
JSON-C implements a reference counting object model that allows you
to easily construct JSON objects in C, output them as JSON formatted
strings and parse JSON formatted strings back into the C representation
of JSON objects.  It aims to conform to RFC 7159.","
JSON implementation in C.",,,,,,,,,
,,应用库,jsoncpp,"
jsoncpp is an implementation of a JSON (http://json.org) reader and writer in
C++. JSON (JavaScript Object Notation) is a lightweight data-interchange format.
It is easy for humans to read and write. It is easy for machines to parse and
generate.","
JSON library implemented in C++.",,,,,,,,,,,
,,应用库,json-glib,"
json-glib is a library providing serialization and deserialization support
for the JavaScript Object Notation (JSON) format.","
Library for JavaScript Object Notation format.",,,,,,,,,,,
,,字体,julietaula-montserrat-fonts,"

A typeface inspired by signs around the Montserrat area of Buenos Aires, Argentina","
Sans-serif typeface inspired from Montserrat area.",,,,,,,,,,,
,,应用库,jxrlib,"
This is an open source implementation of the jpegxr image format standard.","
Open source implementation of jpegxr.",,,,,,,,,,,
,,应用工具,kabi-dw,"
The aim of kabi-dw is to detect any changes in the ABI between the successive
builds of the Linux kernel. This is done by dumping the DWARF type information
(the .debug_info section) for the specific symbols into the text files and
later comparing the text files.","
Detect changes in the ABI between kernel builds.",,,,,,,,,,,
,,字体,kacst-fonts,"
This package contains art type fonts for the display of Arabic
This package contains book type fonts for the display of Arabic
This package contains decorative type fonts for the display of Arabic
This package contains digital type fonts for the display of Arabic
This package contains farsi type fonts for the display of Arabic
This package contains book kacst fonts for the display of Arabic
This package contains naskh type fonts for the display of Arabic
This package contains office type fonts for the display of Arabic
This package contains one type fonts for the display of Arabic
This package contains pen type fonts for the display of Arabic
This package contains poster type fonts for the display of Arabic
This package contains qurn type fonts for the display of Arabic
This package contains screen type fonts for the display of Arabic
This package contains title type fonts for the display of Arabic
This package contains title large type fonts for the display of Arabic","
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.
Fonts for arabic from arabeyes project.","

This package contains fonts for the display of Arabic
from the King Abdulaziz City for Science & Technology(kacst).","
Common files for kacst-fonts.",,,,,,,,,
,,虚拟化,kata-containers,"

Kata Containers version 2.x repository. Kata Containers is an open source
project and community working to build a standard implementation of lightweight
Virtual Machines (VMs) that feel and perform like containers, but provide the
workload isolation and security advantages of VMs. https://katacontainers.io/.

%gopkg","
Kata Containers version 2.x repository.",,,,,,,,,,,
,,系统工具,kbd,"
The kbd package contains tools for managing a Linux
system's console's behavior, including the keyboard, the screen
fonts, the virtual terminals and font files.","
Tools for configuring the console (keyboard, virtual terminals, etc.).","
The kbd-legacy package contains original keymaps for kbd package.
Please note that kbd-legacy is not helpful without kbd.
The kbd-misc package contains data for kbd package - console fonts,
keymaps etc. Please note that kbd-misc is not helpful without kbd.","
Legacy data for kbd package.
Data for kbd package.",,,,,,,,,
,,桌面,kdecoration,,,"
A plugin-based library to create window decorations.","
A plugin-based library to create window decorations.",,,,,,,,,
,,桌面,kde-filesystem,,,"
This package provides some directories that are required/used by KDE.","
KDE filesystem layout.",,,,,,,,,
,,桌面,kde-settings,"
Configuration files for plasma.
Enable pulseaudio support in KDE.
Configuration files for Qt.","
Configuration files for plasma.
Enable pulseaudio support in KDE.
Configuration files for Qt.","
Config files for kde.","
Config files for kde.",,,,,,,,,
,,应用工具,kdump-anaconda-addon,"
Kdump anaconda addon","
Kdump configuration anaconda addon.",,,,,,,,,,,
,,应用工具,keentune-bench,"
Benchmark script running models for KeenTune","
Benchmark script running models for KeenTune.",,,,,,,,,,,
,,应用工具,keentune-brain,"
AI-Tunning algorithm models for KeenTune","
AI-Tunning algorithm models for KeenTune.",,,,,,,,,,,
,,应用工具,keentuned,"
KeenTune tuning tools rpm package","
KeenTune tuning tools.",,,,,,,,,,,
,,应用工具,keentune-target,"
Parameters setting, reading and backup models for KeenTune","
Parameters setting, reading and backup models for KeenTune.",,,,,,,,,,,
,,应用工具,keentune-ui,"
KeenTune UI rpm package","
KeenTune web UI.",,,,,,,,,,,
,,应用工具,keepalived,"
Keepalived provides simple and robust facilities for load balancing
and high availability to Linux system and Linux based infrastructures.
The load balancing framework relies on well-known and widely used
Linux Virtual Server (IPVS) kernel module providing Layer4 load
balancing. Keepalived implements a set of checkers to dynamically and
adaptively maintain and manage load-balanced server pool according
their health. High availability is achieved by VRRP protocol. VRRP is
a fundamental brick for router failover. In addition, keepalived
implements a set of hooks to the VRRP finite state machine providing
low-level and high-speed protocol interactions. Keepalived frameworks
can be used independently or all together to provide resilient
infrastructures.","
High Availability monitor built upon LVS, VRRP and service pollers.",,,,,,,,,,,
,,内核,kernel,"
This package contains the bpftool, which allows inspection and simple
manipulation of eBPF programs and maps.
The kABI package contains information pertaining to the Red Hat Enterprise
Linux kernel ABI, including lists of kernel symbols that are needed by
external Linux kernel modules, and a yum plugin to aid enforcement.
The kernel package contains the Linux kernel (vmlinuz), the core of any
Linux operating system.  The kernel handles the basic functions
of the operating system: memory allocation, process allocation, device
input and output, etc.
Kernel-cross-headers includes the C header files that specify the interface
between the Linux kernel and userspace libraries and programs.  The
header files define structures and constants that are needed for
building most standard programs and are also needed for rebuilding the
cross-glibc package.
The meta-package for the debug kernel
The kernel package contains the Linux kernel (vmlinuz), the core of any
Linux operating system.  The kernel handles the basic functions
of the operating system:  memory allocation, process allocation, device
input and output, etc.

This variant of the kernel has numerous debugging options enabled.
It should only be installed when trying to gather additional information
on kernel bugs, as some of these options impact performance noticably.
This package provides commonly used kernel modules for the debug-core kernel package.
This package provides less commonly used kernel modules for the debug kernel package.
This package provides commonly used kernel modules for the core kernel package.
This package provides less commonly used kernel modules for the kernel package.
This package contains the tools/ directory from the kernel source
and the supporting documentation.
This package contains the perf tool, which enables performance monitoring
of the Linux kernel.","
Inspection and simple manipulation of eBPF programs and maps.
The Red Hat Enterprise Linux kernel ABI symbol stablelists.
The Linux kernel.
Header files for the Linux kernel for use by cross-glibc.
kernel meta-package for the debug kernel.
The Linux kernel compiled with extra debugging enabled.
kernel modules to match the debug-core kernel.
Extra kernel modules to match the debug kernel.
kernel modules to match the core kernel.
Extra kernel modules to match the kernel.
Assortment of tools for the Linux kernel.
Performance monitoring for the Linux kernel.","
This is the package which provides the Linux kernel for Red Hat Enterprise
Linux. It is based on upstream Linux at version 4.18.0 and maintains kABI
compatibility of a set of approved symbols, however it is heavily modified with
backports and fixes pulled from newer upstream Linux kernel releases. This means
this is not a 4.18.0 kernel anymore: it includes several components which come
from newer upstream linux versions, while maintaining a well tested and stable
core. Some of the components/backports that may be pulled in are: changes like
updates to the core kernel (eg.: scheduler, cgroups, memory management, security
fixes and features), updates to block layer, supported filesystems, major driver
updates for supported hardware in Red Hat Enterprise Linux, enhancements for
enterprise customers, etc.
Kernel-headers includes the C header files that specify the interface
between the Linux kernel and userspace libraries and programs.  The
header files define structures and constants that are needed for
building most standard programs and are also needed for rebuilding the
glibc package.
This package contains the libraries built from the tools/ directory
from the kernel source.
The python3-perf package contains a module that permits applications
written in the Python programming language to use the interface
to manipulate perf events.","
The Linux kernel, based on version 4.18.0, heavily modified with backports.
Header files for the Linux kernel for use by glibc.
Libraries for the kernel-tools.
Python bindings for apps which will manipulate perf events.",,,,,,,,,
,,核心工具,kexec-tools,,,"
kexec-tools provides /usr/sbin/kexec binary that facilitates a new
kernel to boot using the kernel's kexec feature either on a
normal or a panic reboot. This package contains the /usr/sbin/kexec
binary and ancillary utilities that together form the userspace
component of the kernel's kexec feature.","
The kexec/kdump userspace component.",,,,,,,,,
,,应用工具,keybinder3,,,"
Keybinder is a library for registering global keyboard shortcuts.
Keybinder works with GTK-based applications using the X Window System.

The library contains:
- A C library, libkeybinder
- Gobject-Introspection bindings","
A library for registering global keyboard shortcuts.",,,,,,,,,
,,应用工具,keycloak-httpd-client-install,"
Keycloak is an authentication server. This package contains libraries and
programs which can invoke the Keycloak REST API and configure clients
of a Keycloak server.","
Tools to configure Apache HTTPD as Keycloak client.","
Keycloak is a federated Identity Provider (IdP). Apache HTTPD supports
a variety of authentication modules which can be configured to utilize
a Keycloak IdP to perform authentication. This package contains
libraries and tools which can automate and simplify configuring an
Apache HTTPD authentication module and registering as a client of a
Keycloak IdP.","
Tools to configure Apache HTTPD as Keycloak client.",,,,,,,,,
,,系统工具,keyutils,,,"
Utilities to control the kernel key management facility and to provide
a mechanism by which the kernel call back to user space to get a key
instantiated.
This package provides a wrapper library for the key management facility system
calls.","
Linux Key Management Utilities.
Key utilities library.",,,,,,,,,
,,桌面,kf5,,,"
Filesystem for KDE Frameworks 5.
RPM macros for building KDE Frameworks 5 packages.","
Filesystem for KDE Frameworks 5.
RPM macros for KDE Frameworks 5.",,,,,,,,,
,,桌面,kf5-attica,"
Attica is a Qt library that implements the Open Collaboration Services
API version 1.4.","
KDE Frameworks Tier 1 Addon with Open Collaboration Services API.",,,,,,,,,,,
,,桌面,kf5-frameworkintegration,"
Runtime libraries for kf5-frameworkintegration..","
Runtime libraries for kf5-frameworkintegration..","
Framework Integration is a set of plugins responsible for better integration of
Qt applications when running on a KDE Plasma workspace.

Applications do not need to link to this directly.","
KDE Frameworks 5 Tier 4 workspace and cross-framework integration plugins.",,,,,,,,,
,,桌面,kf5-kactivities,,,"
A KDE Frameworks 5 Tier 3 API for using and interacting with Activities as a
consumer, application adding information to them or as an activity manager.","
A KDE Frameworks 5 Tier 3 to organize user work into separate activities.",,,,,,,,,
,,桌面,kf5-karchive,"
KDE Frameworks 5 Tier 1 addon with archive functions.","
KDE Frameworks 5 Tier 1 addon with archive functions.",,,,,,,,,,,
,,桌面,kf5-kauth,"
KAuth is a framework to let applications perform actions as a privileged user.","
KDE Frameworks 5 Tier 2 integration module to perform actions as privileged user.",,,,,,,,,,,
,,桌面,kf5-kbookmarks,"
KBookmarks lets you access and manipulate bookmarks stored using the
XBEL format.","
KDE Frameworks 5 Tier 3 addon for bookmarks manipulation.",,,,,,,,,,,
,,桌面,kf5-kcmutils,"
KCMUtils provides various classes to work with KCModules. KCModules can be
created with the KConfigWidgets framework.","
KDE Frameworks 5 Tier 3 addon with extra API to write KConfigModules.",,,,,,,,,,,
,,桌面,kf5-kcodecs,,,"
KDE Frameworks 5 Tier 1 addon with string manipulation methods.","
KDE Frameworks 5 Tier 1 addon with string manipulation methods.",,,,,,,,,
,,桌面,kf5-kcompletion,"
KCompletion provides widgets with advanced completion support as well as a
lower-level completion class which can be used with your own widgets.","
KDE Frameworks 5 Tier 2 addon with auto completion widgets and classes.",,,,,,,,,,,
,,桌面,kf5-kconfig,"
KDE Frameworks 5 Tier 1 addon with advanced configuration system made of two
parts: KConfigCore and KConfigGui.
KConfigGui provides a way to hook widgets to the configuration so that they are
automatically initialized from the configuration and automatically propagate
their changes to their respective configuration files.","
KDE Frameworks 5 Tier 1 addon with advanced configuration system.
GUI part of KConfig framework.","
KConfigCore provides access to the configuration files themselves. It features
centralized definition and lock-down (kiosk) support.","
Non-GUI part of KConfig framework.",,,,,,,,,
,,桌面,kf5-kconfigwidgets,"
KConfigWidgets provides easy-to-use classes to create configuration dialogs, as
well as a set of widgets which uses KConfig to store their settings.","
KDE Frameworks 5 Tier 3 addon for creating configuration dialogs.",,,,,,,,,,,
,,桌面,kf5-kcoreaddons,,,"
KCoreAddons provides classes built on top of QtCore to perform various tasks
such as manipulating mime types, autosaving files, creating backup files,
generating random sequences, performing text manipulations such as macro
replacement, accessing user information and many more.","
KDE Frameworks 5 Tier 1 addon with various classes on top of QtCore.",,,,,,,,,
,,桌面,kf5-kcrash,"
KCrash provides support for intercepting and handling application crashes.","
KDE Frameworks 5 Tier 2 addon for handling application crashes.",,,,,,,,,,,
,,桌面,kf5-kdbusaddons,"
KDBusAddons provides convenience classes on top of QtDBus, as well as an API to
create KDED modules.","
KDE Frameworks 5 Tier 1 addon with various classes on top of QtDBus.",,,,,,,,,,,
,,桌面,kf5-kdeclarative,"
KDE Frameworks 5 Tier 3 addon for Qt declarative","
KDE Frameworks 5 Tier 3 addon for Qt declarative.",,,,,,,,,,,
,,桌面,kf5-kded,,,"
KDED stands for KDE Daemon which isn't very descriptive. KDED runs
in the background and performs a number of small tasks. Some of these
tasks are built in, others are started on demand.

Custom KDED modules can be provided by 3rd party frameworks and
applications.","
KDE Frameworks 5 Tier 3 addon with extensible daemon for system-level services.",,,,,,,,,
,,桌面,kf5-kdelibs4support,"
Runtime libraries for kf5-kdelibs4support.","
Runtime libraries for kf5-kdelibs4support.","
This framework provides code and utilities to ease the transition from kdelibs 4
to KDE Frameworks 5. This includes CMake macros and C++ classes whose
functionality has been replaced by code in CMake, Qt and other frameworks.","
KDE Frameworks 5 Tier 4 module with porting aid from KDELibs 4.",,,,,,,,,
,,桌面,kf5-kdesignerplugin,"
This framework provides plugins for Qt Designer that allow it to display
the widgets provided by various KDE frameworks, as well as a utility
(kgendesignerplugin) that can be used to generate other such plugins
from ini-style description files.","
KDE Frameworks 5 Tier 3 integration module for Qt Designer.",,,,,,,,,,,
,,桌面,kf5-kdesu,"
KDE Frameworks 5 Tier 3 integration with su for elevated privileges.","
KDE Frameworks 5 Tier 3 integration with su.",,,,,,,,,,,
,,桌面,kf5-kdoctools,"
Provides tools to generate documentation in various format from DocBook files.","
KDE Frameworks 5 Tier 2 addon for generating documentation.",,,,,,,,,,,
,,桌面,kf5-kemoticons,"
KDE Frameworks 5 Tier 3 module that provides emoticons themes as well as
helper classes to automatically convert text emoticons to graphical emoticons.","
KDE Frameworks 5 Tier 3 module with support for emoticons and emoticons themes.",,,,,,,,,,,
,,桌面,kf5-kglobalaccel,,,"
KDE Frameworks 5 Tier 3 integration module for global shortcuts.
Runtime libraries for kf5-kglobalaccel.","
KDE Frameworks 5 Tier 3 integration module for global shortcuts.
Runtime libraries for kf5-kglobalaccel.",,,,,,,,,
,,桌面,kf5-kguiaddons,"
KDBusAddons provides convenience classes on top of QtGui.","
KDE Frameworks 5 Tier 1 addon with various classes on top of QtGui.",,,,,,,,,,,
,,桌面,kf5-ki18n,,,"
KDE Frameworks 5 Tier 1 addon for localization.","
KDE Frameworks 5 Tier 1 addon for localization.",,,,,,,,,
,,桌面,kf5-kiconthemes,"
KDE Frameworks 5 Tier 3 integration module with icon themes","
KDE Frameworks 5 Tier 3 integration module with icon themes.",,,,,,,,,,,
,,桌面,kf5-kidletime,"
KDE Frameworks 5 Tier 1 integration module for idle time detection.","
KDE Frameworks 5 Tier 1 integration module for idle time detection.",,,,,,,,,,,
,,桌面,kf5-kinit,"
kdeinit is a process launcher somewhat similar to the famous init used for
booting UNIX.

It launches processes by forking and then loading a dynamic library which should
contain a 'kdemain(...)' function.","
KDE Frameworks 5 tier 3 solution for process launching.",,,,,,,,,,,
,,桌面,kf5-kio,"
KDE Frameworks 5 Tier 3 solution for filesystem abstraction
Runtime libraries for KIO Core.
The KIOFileWidgets library provides the file selection dialog and
its components.
Gui components for the KIO Framework.
KIONTLM provides support for NTLM authentication mechanism in KIO
Runtime libraries for KIO Widgets library.","
KDE Frameworks 5 Tier 3 solution for filesystem abstraction.
Runtime libraries for KIO Core.
Widgets for file-handling for KIO Framework.
Gui components for the KIO Framework.
NTLM support for KIO Framework.
Runtime libraries for KIO Widgets library.","
KIOCore library provides core non-GUI components for working with KIO.
KIOWidgets contains classes that provide generic job control, progress
reporting, etc.","
Core components of the KIO Framework.
Widgets for KIO Framework.",,,,,,,,,
,,桌面,kf5-kirigami2,"
QtQuick plugins to build user interfaces based on the KDE UX guidelines.","
QtQuick plugins to build user interfaces based on the KDE UX guidelines.",,,,,,,,,,,
,,桌面,kf5-kitemmodels,"
KDE Frameworks 5 Tier 1 addon with item models.","
KDE Frameworks 5 Tier 1 addon with item models.",,,,,,,,,,,
,,桌面,kf5-kitemviews,"
KDE Frameworks 5 Tier 1 addon with item views.","
KDE Frameworks 5 Tier 1 addon with item views.",,,,,,,,,,,
,,桌面,kf5-kjobwidgets,"
KDE Frameworks 5 Tier 2 addon for KJobs","
KDE Frameworks 5 Tier 2 addon for KJobs.",,,,,,,,,,,
,,桌面,kf5-knewstuff,"
KDE Frameworks 5 Tier 3 module for downloading and sharing additional
application data like plugins, themes, motives, etc.","
KDE Frameworks 5 Tier 3 module for downloading application assets.",,,,,,,,,,,
,,桌面,kf5-knotifications,"
KDE Frameworks 5 Tier 3 solution with abstraction for system
notifications.","
KDE Frameworks 5 Tier 2 solution with abstraction for system notifications.",,,,,,,,,,,
,,桌面,kf5-kpackage,"
KDE Frameworks 5 Tier 2 library to load and install non-binary packages as
if they were plugins.","
KDE Frameworks 5 Tier 2 library to load and install packages as plugins.",,,,,,,,,,,
,,桌面,kf5-kparts,"
KDE Frameworks 5 Tier 3 solution for KParts","
KDE Frameworks 5 Tier 3 solution for KParts.",,,,,,,,,,,
,,桌面,kf5-kplotting,"
KPlotting provides classes to do plotting.","
KDE Frameworks 5 Tier 1 addon for plotting.",,,,,,,,,,,
,,桌面,kf5-kpty,"
KDE Frameworks 5 tier 2 module providing Pty abstraction.","
KDE Frameworks 5 Tier 2 module providing Pty abstraction.",,,,,,,,,,,
,,桌面,kf5-kservice,"
KDE Frameworks 5 Tier 3 solution for advanced plugin and service
introspection.","
KDE Frameworks 5 Tier 3 solution for advanced plugin and service introspection.",,,,,,,,,,,
,,桌面,kf5-ktextwidgets,"
KDE Frameworks 5 Tier 3 addon with advanced text edting widgets.","
KDE Frameworks 5 Tier 3 addon with advanced text editing widgets.",,,,,,,,,,,
,,桌面,kf5-kunitconversion,"
KDE Frameworks 5 Tier 2 addon for unit conversions.","
KDE Frameworks 5 Tier 2 addon for unit conversions.",,,,,,,,,,,
,,桌面,kf5-kwallet,"
Provides API to access KWallet data from applications.","
KWallet framework libraries.","
KWallet is a secure and unified container for user passwords.","
KDE Frameworks 5 Tier 3 solution for password management.",,,,,,,,,
,,桌面,kf5-kwayland,"
KDE Frameworks 5 library that wraps Client and Server Wayland libraries.","
KDE Frameworks 5 library that wraps Client and Server Wayland libraries.",,,,,,,,,,,
,,桌面,kf5-kwidgetsaddons,"
KDE Frameworks 5 Tier 1 addon with various classes on top of QtWidgets.","
KDE Frameworks 5 Tier 1 addon with various classes on top of QtWidgets.",,,,,,,,,,,
,,桌面,kf5-kwindowsystem,,,"
KDE Frameworks Tier 1 integration module that provides classes for managing and
working with windows.","
KDE Frameworks 5 Tier 1 integration module with classes for windows management.",,,,,,,,,
,,桌面,kf5-kxmlgui,"
KDE Frameworks 5 Tier 3 solution for user-configurable main windows.","
KDE Frameworks 5 Tier 3 solution for user-configurable main windows.",,,,,,,,,,,
,,桌面,kf5-networkmanager-qt,"
A Tier 1 KDE Frameworks 5 Qt library for NetworkManager.","
A Tier 1 KDE Frameworks 5 module that wraps NetworkManager DBus API.",,,,,,,,,,,
,,桌面,kf5-plasma,"
KDE Frameworks 5 Tier 3 framework is foundation to build a primary user interface.","
KDE Frameworks 5 Tier 3 framework is foundation to build a primary user interface.",,,,,,,,,,,
,,桌面,kf5-solid,"
Solid provides the following features for application developers:
 - Hardware Discovery
 - Power Management
 - Network Management","
KDE Frameworks 5 Tier 1 integration module that provides hardware information.",,,,,,,,,,,
,,桌面,kf5-sonnet,"
KDE Frameworks 5 Tier 1 solution for spell checking.
Non-gui part of the Sonnet framework provides low-level spell checking tools
GUI part of the Sonnet framework provides widgets with spell checking support.","
KDE Frameworks 5 Tier 1 solution for spell checking.
Non-gui part of the Sonnet framework.
GUI part of the Sonnet framework.",,,,,,,,,,,
,,桌面,kf5-syntax-highlighting,"
KDE Frameworks 5 Syntax highlighting engine for Kate syntax definitions.","
KDE Frameworks 5 Syntax highlighting engine for Kate syntax definitions.",,,,,,,,,,,
,,字体,khmeros-fonts,"

The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

Base KhmerOS fonts.

The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

Battambang font.

The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

Bokor font.

The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

Freehand and fasthand - handwritten fonts.

The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

Metal Chrieng font.

The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

Muol fonts - normal, light and Pali.

The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

Siemreap font.","
Base KhmerOS font.
Battambang font.
Bokor font.
Freehand and fasthand fonts.
Metal Chrieng font.
Muol fonts - normal, light and Pali.
Siemreap font.","

The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

This package consists of files used by other khmeros-fonts packages.","
Common files of khmeros-fonts.",,,,,,,,,
,,核心工具,kmod,"
The kmod-libs package provides runtime libraries for any application that
wishes to load or unload Linux kernel modules from the running system.","
Libraries to handle kernel module loading and unloading.","
The kmod package provides various programs needed for automatic
loading and unloading of modules under 2.6, 3.x, and later kernels, as well
as other module management programs. Device drivers and filesystems are two
examples of loaded and unloaded modules.","
Linux kernel module management utilities.",,,,,,,,,
,,系统库,kmod-kvdo,,,"
Virtual Data Optimizer (VDO) is a device mapper target that delivers
block-level deduplication, compression, and thin provisioning.

This package provides the kernel modules for VDO.","
Kernel Modules for Virtual Data Optimizer.",,,,,,,,,
,,系统工具,kpatch,"
kpatch is a live kernel patch module manager.  It allows the user to manage
a collection of binary kernel patch modules which can be used to dynamically
patch the kernel without rebooting.
kpatch-dnf is a DNF plugin that manages subscription to kpatch-patch updates.
When enabled, kernel packages are automatically subscribed to corresponding
kpatch-patch packages updates.","
Dynamic kernel patch manager.
kpatch-patch manager plugin for DNF.",,,,,,,,,,,
