idx,name,y_true,y_predict
0,GConf2,系统库,应用工具
1,GeoIP,应用库,应用库
2,GeoIP-GeoLite-data,应用库,应用工具
3,HdrHistogram_c,应用工具,应用工具
4,LibRaw,应用库,应用工具
5,ModemManager,应用工具,应用工具
6,NetworkManager,系统服务,应用工具
7,NetworkManager-libreswan,系统库,应用工具
8,OpenIPMI,应用库,应用工具
9,PyYAML,应用库,应用工具
10,WALinuxAgent,应用服务,应用工具
11,Xaw3d,应用工具,应用工具
12,aajohan-comfortaa-fonts,其它,其它
13,abattis-cantarell-fonts,其它,其它
14,abrt,应用工具,应用工具
15,accel-config,应用工具,应用工具
16,acl,核心工具,应用工具
17,acpica-tools,系统工具,应用工具
18,acpid,系统服务,应用工具
19,adcli,应用工具,应用工具
20,adobe-mappings-cmap,应用工具,应用工具
21,adobe-mappings-pdf,应用工具,应用工具
22,adwaita-icon-theme,基础环境,其它
23,alsa-firmware,系统服务,应用工具
24,alsa-lib,系统库,应用工具
25,alsa-plugins,系统工具,应用工具
26,alsa-sof-firmware,系统服务,应用工具
27,alsa-tools,系统工具,应用工具
28,alsa-utils,系统工具,应用工具
29,amanda,应用工具,应用工具
30,anaconda,系统工具,应用工具
31,anaconda-user-help,系统工具,应用工具
32,anolis-logos,基础环境,应用库
33,anolis-release,基础环境,应用工具
34,ansible-core,应用工具,应用工具
35,ansible-freeipa,应用工具,应用工具
36,appstream-data,应用库,应用库
37,apr,应用库,应用工具
38,apr-util,应用工具,应用工具
39,arpwatch,应用工具,应用工具
40,asciidoc,应用工具,应用工具
41,aspell,应用工具,应用工具
42,aspell-en,应用工具,应用库
43,at,应用工具,应用工具
44,at-spi2-atk,系统工具,应用工具
45,at-spi2-core,系统工具,应用工具
46,atk,系统库,应用工具
47,atkmm,系统库,应用工具
48,atlas,系统工具,应用工具
49,attr,核心工具,应用工具
50,audit,核心工具,应用工具
51,augeas,应用服务,应用工具
52,authselect,系统工具,应用工具
53,autoconf,应用工具,应用工具
54,autoconf-archive,系统库,应用工具
55,autofs,应用服务,应用工具
56,autogen,其它,应用库
57,automake,其它,应用工具
58,autotrace,其它,应用工具
59,avahi,应用服务,应用工具
60,awscli,应用工具,应用工具
61,babel,应用工具,应用工具
62,babeltrace,应用工具,应用工具
63,babl,应用库,应用工具
64,bacula,应用工具,应用工具
65,baobab,应用工具,应用工具
66,basesystem,基础环境,应用工具
67,bash,核心工具,应用工具
68,bash-completion,应用工具,应用工具
69,bc,系统工具,应用工具
70,bcc,应用工具,应用工具
71,bind,系统服务,应用工具
72,bind9.16,系统服务,应用工具
73,binutils,系统工具,应用工具
74,biosdevname,应用工具,应用工具
75,bison,应用库,应用工具
76,bitmap-fonts,其它,其它
77,blktrace,应用工具,应用工具
78,bluez,系统工具,应用工具
79,bogofilter,应用工具,应用工具
80,bolt,应用服务,应用工具
81,boom-boot,系统工具,应用工具
82,booth,应用工具,应用工具
83,bpftrace,应用工具,应用工具
84,brasero,应用工具,应用工具
85,breeze-icon-theme,其它,应用工具
86,brltty,应用工具,应用工具
87,brotli,应用库,应用工具
88,bubblewrap,应用库,应用工具
89,byteman,应用工具,应用工具
90,byzanz,应用工具,应用工具
91,bzip2,核心工具,应用工具
92,c2esp,应用库,应用库
93,ca-certificates,系统工具,应用工具
94,cachefilesd,系统服务,应用工具
95,cairo,系统库,应用工具
96,cairomm,系统库,应用工具
97,cdparanoia,应用库,应用工具
98,cdrdao,应用工具,应用工具
99,cdrkit,应用库,应用工具
100,celt051,应用库,应用库
101,ceph,应用服务,应用工具
102,certmonger,应用工具,应用工具
103,chan,应用工具,应用工具
104,check,应用工具,应用工具
