idx,name,y_true,y_predict
0,NetworkManager,系统服务,系统工具
1,NetworkManager-libreswan,系统库,系统库
2,abrt,应用工具,应用工具
3,adwaita-icon-theme,基础环境,基础环境
4,anolis-logos,基础环境,基础环境
5,anolis-release,基础环境,系统工具
6,attr,核心工具,核心工具
7,autofs,应用服务,核心工具
8,basesystem,基础环境,基础环境
9,bind,系统服务,系统服务
10,bzip2,核心工具,核心工具
11,cachefilesd,系统服务,核心工具
12,chkconfig,系统工具,系统工具
13,clang,其它,应用库
14,cronie,系统服务,核心工具
15,cryptsetup,核心工具,核心工具
16,curl,系统工具,系统工具
17,dleyna-server,应用服务,应用服务
18,dotnet3.1,应用服务,系统工具
19,efibootmgr,核心工具,核心工具
20,epel-aliyuncs-release,基础环境,应用库
21,epel-release,基础环境,应用库
22,file,系统工具,系统工具
23,filesystem,基础环境,基础环境
24,firewalld,系统服务,系统工具
25,gcc-toolset-10-dyninst,系统工具,系统工具
26,gcc-toolset-11-gdb,系统工具,系统工具
27,gcc-toolset-9-dwz,系统工具,系统工具
28,gcc-toolset-9-make,系统工具,核心工具
29,glibc,核心库,核心工具
30,glusterfs,应用服务,核心工具
31,gmp,核心库,核心库
32,gnome-desktop3,其它,核心工具
33,gnome-font-viewer,其它,应用库
34,gnome-getting-started-docs,其它,核心工具
35,gnome-online-accounts,其它,系统工具
36,gnome-remote-desktop,其它,应用库
37,gnutls,核心库,核心库
38,golang-github-davecgh-go-spew,编程语言,应用库
39,golang-github-fsnotify-fsnotify,编程语言,应用库
40,golang-github-gosexy-gettext,编程语言,编程语言
41,golang-github-lofanmi-pinyin,编程语言,应用库
42,golang-github-mozillazg-pinyin,编程语言,应用库
43,golang-github-rickb777-date,编程语言,编程语言
44,golang-gopkg-alecthomas-kingpin,编程语言,系统工具
45,golang-x-image,编程语言,编程语言
46,grub2,系统服务,系统服务
47,gzip,系统工具,核心工具
48,hunspell-el,应用库,应用库
49,hunspell-fa,应用库,应用库
50,hunspell-haw,应用库,应用库
51,hunspell-nl,应用库,应用库
52,hunspell-oc,应用库,应用库
53,hunspell-sk,应用库,应用库
54,hwdata,基础环境,基础环境
55,hyphen-sa,应用工具,应用库
56,ibus-libzhuyin,应用工具,应用库
57,initscripts,系统服务,系统工具
58,iptables,系统工具,系统工具
59,iputils,系统工具,核心库
60,irqbalance,系统服务,核心工具
61,kexec-tools,核心工具,核心工具
62,kmod,核心工具,核心工具
63,krb5,系统服务,系统服务
64,libcap,核心库,核心库
65,libcap-ng,核心库,核心工具
66,libcomps,应用库,核心工具
67,libgcrypt,核心库,核心工具
68,libgit2-glib,应用库,应用库
69,libgpg-error,核心库,核心库
70,libgusb,系统库,核心工具
71,libidn2,核心库,核心库
72,libieee1284,系统库,核心工具
73,libnet,系统库,系统库
74,libnftnl,系统库,系统工具
75,libseccomp,核心库,核心工具
76,libselinux,核心库,核心库
77,libsigsegv,系统库,核心工具
78,libtalloc,应用库,应用库
79,libxcrypt,核心库,核心库
80,linux-firmware,核心工具,核心工具
81,lorax-templates-anolis,基础环境,基础环境
82,lrzsz,应用工具,核心工具
83,lsof,系统工具,核心工具
84,lua-posix,系统库,系统库
85,lz4,核心工具,核心工具
86,lzop,应用工具,核心工具
87,mailcap,应用工具,核心工具
88,mcelog,应用工具,核心工具
89,microcode_ctl,核心工具,核心工具
90,mingw-gcc,系统工具,系统工具
91,mod_lookup_identity,应用服务,应用服务
92,mpitests,应用工具,应用工具
93,nghttp2,应用服务,系统工具
94,nodejs-packaging,编程语言,应用库
95,pam,核心工具,系统服务
96,patch,应用工具,核心工具
97,pcp,应用库,应用库
98,pcre2,核心库,核心库
99,perl-Exporter,系统库,应用库
100,perl-HTML-Parser,其它,应用库
101,perl-Sub-Identify,应用库,应用库
102,perl-WWW-RobotRules,其它,应用库
103,perl-namespace-clean,应用库,应用库
104,perl-threads-shared,系统库,系统工具
105,pipewire0.2,应用服务,应用服务
106,polkit,系统服务,系统服务
107,psmisc,系统工具,核心工具
108,python-netaddr,应用库,应用库
109,python-pysocks,系统库,系统库
110,python-pytoml,应用库,应用库
111,python-setuptools,系统工具,系统工具
112,qemu-kvm,系统服务,应用库
113,qt5,系统工具,系统工具
114,qt5-qt3d,系统库,应用库
115,qt5-qtbase,系统库,系统库
116,qt5-qtscript,应用库,应用库
117,rdma-core,核心工具,核心工具
118,realmd,应用工具,系统服务
119,redhat-menus,应用工具,应用工具
120,rootfiles,基础环境,基础环境
121,rsyslog,系统服务,系统服务
122,sed,核心工具,核心工具
123,setup,基础环境,基础环境
124,shim,系统服务,系统服务
125,sssd,系统服务,应用库
126,system-lsb,基础环境,核心库
127,tang,应用服务,应用服务
128,texinfo,核心工具,核心工具
129,thunderbird,应用工具,系统工具
130,trousers,系统库,核心工具
131,tzdata,基础环境,核心工具
132,unicode-ucd,应用服务,核心工具
133,util-linux,核心工具,核心工具
134,xorg-x11-drv-qxl,应用服务,应用服务
135,xorg-x11-drv-v4l,应用服务,应用服务
136,xorg-x11-server-Xwayland,应用服务,应用服务
137,xorg-x11-xinit,应用服务,应用服务
138,xz,核心工具,核心工具
139,ypbind,应用服务,应用服务
140,zlib,核心库,核心工具
141,zssh,应用工具,应用库
